対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
石川,2023/11/28 23:14:35,東京都,女,1968,,500万円以上 600万円未満,自分ひとり,3泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,3泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,金沢駅からの路線バスが便利,,,2～5回目,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円未満",,,,,,,,,,,,5,出入り口が多くサービスが良いと感じる,景色が素晴らしい,,,,10,また行きたい（1年以内）,治部煮を、もっとアピールしたい。花嫁のれんの文化も感動したので皆に広めたい 兼六園の紅葉、もても綺麗だったので。,兼六園,同意する,,,,,,,1968,,,,,,
石川,2023/12/06 12:30:22,千葉県,女,1959,,700万円以上 800万円未満,息子,1泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,1泊,,,,,,,,,"レンタカー, 飛行機",0,1,0,0,1,0,0,,0,0,0,0,5,時間に縛られず自由に動ける。,,,2～5回目,"温泉や露天風呂, 地元の美味しいものを食べる, まちあるき、都市散策, ドライブ・ツーリング",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円未満",,,,,,,,,,,,3,売店の雰囲気がイマイチ。,とても綺麗に整備されている。,,,,10,また行きたい（1年以内）,地物の食を見つけるのが難しい。 庭園として、美しい。特に雪吊りされた、木々。,兼六園,同意する,,,,,,,1959,,,,,,
石川,2023/12/06 21:52:57,群馬県,女,1974,,"900万円以上 1,000万円未満",夫婦2人,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, お祭りやイベントへの参加・見物, 金沢で婚姻届を提出します。",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,"50,000円以上 100,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,作業されている方が気持ちよく挨拶してくださいました。,季節を変えて何度でも訪れたくなると感じました。,,,,10,また行きたい（1年以内）,初めての金沢に大満足中なので特になしです。 世界に誇れる兼六園の美しさ。,兼六園,同意する,,,,,,,1974,,,,,,
石川,2023/12/10 20:04:14,愛知県,女,1976,,300万円以上 400万円未満,両親　成人した子供,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,4,駐車場が　近かい,,,初めて,"温泉や露天風呂, 地元の美味しいものを食べる, まちあるき、都市散策",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,,坂が　思いの外　急だった,,,,7,機会があれば行きたい,石川県は　美味しいものが沢山ありそう　カニが食べられて良かったです 両親が70代になり　施設内の坂道は　つらそうだから,兼六園,同意する,,レンタカーレンタル〜お寿司屋〜兼六園,,ホテル,,,1976,,,,,,
石川,2023/12/15 21:42:14,神奈川県,女,1971,,500万円以上 600万円未満,友人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,1日フリーパスがよかった,,,2～5回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円未満",,,,,,,,,,,,5,手頃な料金の飲食店が色々あってよかった,庭園の外側に飲食店がずらりと並んでいるので、移動の動線がよい,,,,10,また行きたい（1年以内）,加賀百万石の美食を堪能できるカテゴリー毎や地域毎の検索機能がついた飲食店検索サイトがあるといいと思いました 観光は見所が多く、美食も堪能できてこの2つを目的として行動すれば時間が足りない位充実した旅行になるから,兼六園,同意する,,,,,,,1971,,,,,,
石川,2023/12/19 21:58:48,東京都,女,1965,,400万円以上 500万円未満,友人,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,まちあるき、都市散策,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,使わない,,,,,,,,,,,,4,,,,,,7,機会があれば行きたい,なし,兼六園,同意する,,,,,,,1965,,,,,,
石川,2023/12/29 1:44:00,東京都,女,1992,,600万円以上 700万円未満,友人,2泊,富山県,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,いろいろなところに繋がっていて便利だったから,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, 友人・知人",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円未満",,,,,,,,,,,,4,,,,,,10,また行きたい（1年以内）,今のままで十分満足です 美味しい食べ物と、親切な人々,兼六園,同意する,,,,,,,1992,,,,,,
石川,2023/10/03 15:02:39,広島県,女,2002,,100万円未満,親,4泊以上,大阪、長野,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,4,サンダーバードが静かで椅子もふかふかで心地よかった,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ, Instagram",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,,4,携帯の充電を観光案内所で貸し出されていて非常に助かった,色々なお店があってお麩のパフェのお店で休憩できた。コインロッカーも便利だった。,,,,10,また行きたい（1年以内）,バスの乗り放題が値上げしていて少し残念だったくらいで楽しい思い出になりました 市場が美味しいのと街が整備されていて綺麗だったから,金沢駅,同意する,,一番最初に金沢駅につきました,,,,,2002,,,,,,
石川,2023/10/05 9:59:02,大阪府,女,1961,,600万円以上 700万円未満,友人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,3,駅からはバス停がわかりやすいが、観光地からのバス停の場所がわかりにくい。標識などがほしい。,,,初めて,"地元の美味しいものを食べる, スポーツ観戦や芸術鑑賞（コンサート等）, まちあるき、都市散策",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,4,観光案内所のサービス,駅中にいろんな施設がある,,,,10,機会があれば行きたい,特になし いろんな観光地がコンパクトに移動できる,金沢駅,同意する,,,,,,,1961,,,,,,
石川,2023/10/05 22:33:04,富山県,女,1974,,600万円以上 700万円未満,恋人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,4,,,,2～5回目,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,4,,,,,,7,また行きたい（1年以内）,特になし,金沢駅,同意する,,,,,,,1974,,,,,,
石川,2023/10/08 15:44:46,富山県,男,2003,,100万円以上 200万円未満,自分ひとり,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,4,競馬場から無料でこれたから。少し待ち時間はあった。,,,2～5回目,金沢競馬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光協会等の案内所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,使わない,,使わない,,,,,,,,,,,,5,充電サービスがありがたい,,,,,8,また行きたい（1年以内）,上質なもの。多少料金は高くても構わない。金沢には高級なイメージがあるから。,金沢駅,同意する,,金沢競馬,,,,,2003,,,,,,
石川,2023/10/10 0:06:43,神奈川県,女,1977,,800万円以上 900万円未満,夫婦2人,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,新幹線も在来線もわかりやすかったですがバスが多すぎて少し迷いました！,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, YouTube",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"10,000円以上 20,000円未満",,,,,,,,,,,,5,色々迷う程ありました！,飲食店がどこも混んでて結果ホテルの近くで食べました。,,,,10,また行きたい（1年以内）,この土地でしか味わえない物を視覚味覚で楽しめればと のんびり出来たのと食べ物がどれも美味しかった！,金沢駅,同意する,,金沢駅が初,,,,,1977,,,,,,
石川,2023/10/14 19:14:47,東京都,女,1980,,800万円以上 900万円未満,夫婦2人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,金沢の周遊バスが使いやすかった,,,2～5回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策",0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter), 観光協会等の案内所",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,"30,000円以上 40,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,5,欲しいものがたくさん買えた,欲しいものがたくさんあった。椅子がたくさんあって休憩しやすい。,,,,10,機会があれば行きたい,工芸体験ができたら嬉しい。 観光スポットがたくさんあり、どの年代の方も楽しめる。,金沢駅,同意する,,,,,,,1980,,,,,,
石川,2023/10/24 15:25:58,東京都,男,2000,,200万円以上 300万円未満,自分ひとり,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, 蓮ノ空女学院スクールアイドルクラブの聖地巡り。声優の小泉萌香さんの写真集「きみやすみ」のロケ地巡り",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, インターネット・アプリ, X(旧：Twitter)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,5,,,,,,10,また行きたい（1年以内）,蓮ノ空女学院スクールアイドルクラブとのコラボ,金沢駅,同意する,,,,,,,2000,,,,,,
石川,2023/11/07 13:04:03,山形県,女,1975,,300万円以上 400万円未満,友人,1泊,金沢市内,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,公共機関が充実している,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,4,駅全体がわかりやすい,お店が時刻表している,,,,9,また行きたい（1年以内）,特になし,金沢駅,同意する,,,,,,,1975,,,,,,
石川,2023/11/10 19:06:52,神奈川県,その他,1994,,400万円以上 500万円未満,自分ひとり,3泊,車中泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,旅行会社ツアーバス,0,0,0,0,0,1,0,,0,0,0,0,4,眠れたが、何度か目が覚めたので少し寝不足だった,,,初めて,"地元の美味しいものを食べる, お祭りやイベントへの参加・見物, スポーツ観戦や芸術鑑賞（コンサート等）",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,5,IRいしかわの駅員さんたちが親切だった,コインロッカーが近くにあり便利だった,,,,8,機会があれば行きたい,色んなスポットに行く動機づけとなる作品コラボイベント例:刀剣乱舞のスタンプラリーなどコラボレーション企画やイベント,金沢駅,同意する,,,,,,,1994,,,,,,
石川,2023/11/12 21:48:13,埼玉県,男,1961,,100万円未満,自分ひとり,1泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,3,,,,11回目以上,友人・親戚を訪ねる,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,3,,,,,,1,機会があれば行きたい,特に無し,金沢駅,同意する,,,,,,,1961,,,,,,
石川,2023/11/17 17:44:26,福井県,男,2000,,800万円以上 900万円未満,自分ひとり,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,3,,,,11回目以上,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"1,000円未満",,"1,000円未満",,,,,,,,,,,,4,,,,,,8,どちらともいえない,新鮮な海鮮、スイーツ,金沢駅,同意する,,,,,,,2000,,,,,,
石川,2023/11/20 18:34:41,東京都,男,1980,,"1,000万円以上 1,200万円未満",職場の同僚,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,2～5回目,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"5,000円以上 10,000円未満",,,,,,,,,,,,4,,,,,,7,また行きたい（1年以内）,なし,金沢駅,同意する,,,,,,,1980,,,,,,
石川,2023/11/26 19:43:29,長野県,男,1962,,200万円以上 300万円未満,夫婦2人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, Instagram",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,,,,,,,,,,,4,,,,,,9,また行きたい（1年以内）,特に無し,金沢駅,同意する,,,,,,,1962,,,,,,
石川,2023/12/10 13:29:17,広島県,女,1972,,600万円以上 700万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,係の人もバスの運転手さんもアナウンスなどわかりやすくて観光客には嬉しい対応だった,,,2～5回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, まちあるき、都市散策",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター, 観光連盟やDMOのHP, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,"20,000円以上 30,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,5,有名処のお土産が集まっているので購入時とにかく便利,表示も案内もお店も全ていいと思う,,,,8,機会があれば行きたい,特になし 観光、グルメ、温泉と揃っており満足度が高かったら,金沢駅,同意する,,,,,,,1972,,,,,,
石川,2023/12/11 7:59:58,石川県,女,1978,,100万円未満,親,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,県外から訪れていない（石川県内在住）,0,0,0,0,0,0,0,,0,0,0,0,5,,,,11回目以上,"買い物、アウトレット, お祭りやイベントへの参加・見物",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円未満",,,,,,,,,,,,5,,,,,,10,石川県在住,特になし,金沢駅,同意する,,,,,,,1978,,,,,,
石川,2023/12/12 14:56:11,石川県,女,1972,,800万円以上 900万円未満,娘,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,県外から訪れていない（石川県内在住）,0,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,"買い物、アウトレット, まちあるき、都市散策",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Instagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,,4,スタッフの方接客が丁寧,休憩する場所が少ない。座れるところが少ない。,,,,5,石川県在住,特になし 和菓子や食品が一箇所に集まっていて、あちこち行かなくても購入できる。,金沢駅,同意する,,,,,,,1972,,,,,,
石川,2023/12/17 23:56:01,京都府,女,1966,,100万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,5,乗換なしの電車の予約が取れたので,,,11回目以上,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, インターネット・アプリ, 観光協会等の案内所",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,案内所やおみやげ処は充実しているが、朝早くから利用できるコインロッカーが少ないと感じたかな,おみやげ処も食事処も充実している,,,,10,また行きたい（1年以内）,自分のなかでは魚介類は必須てす。今回初めて行った大野で、次回はお昼ごはんも大野で取れるようゆっくり見学したいと思いました。 金沢城の城壁巡りがとてもよかった。ウオーキングにもなり、次回もまた看て歩きたい。,金沢駅,同意する,,発酵の街　大野,,武家屋敷群,,,1966,,,,,,
